,0
0,-8914.685220580315
1,6329.4728126681875
2,-2439.359913344495
3,-2558.0343022211455
4,10185.719004960265
5,410.8393754134886
6,6529.658336977242
7,-1125.1175687597133
8,1097.6668696308043
9,5033.188584250631
10,-1497.8203856411856
11,-5789.600894341944
12,-4333.988049204228
13,5486.902653009631
14,-2739.596617766423
15,4881.289885428967
16,-1215.624171728501
17,693.6809169186745
18,1863.810729475459
19,233.28638312895782
20,2088.1232668391895
21,1519.1866597344633
22,-2851.8563617381733
23,-2714.176466753939
24,2499.1782219037414
25,-9816.095435257768
26,-343.9696939208079
27,4970.651967752026
28,-3579.0365373897366
29,2298.3254923075438
30,-14271.739771318855
31,-4787.545633701142
32,3237.9759769882075
33,8415.935730364406
34,-4040.531531720888
35,-4715.874699911568
36,3275.539720553672
37,-1804.1862840270624
38,2796.4990515923128
39,-1960.216481497977
40,2607.374117011903
41,41.155277519254014
42,-7646.453846092336
43,10309.878562964033
44,1259.6595865474083
45,1357.6408567228355
46,12330.119549549883
47,2003.1843478390947
48,1986.0955465317238
49,2147.666471786564
50,2171.9353461458813
51,863.2306833264884
52,-830.3059929653537
53,-0.7234521869104356
54,-2862.0924276350997
55,-443.50680908188224
56,-318.6230905568227
57,-398.3629385170061
58,2778.053200054681
59,2516.116304934025
60,-384.09761668974534
61,5041.814160063863
