,0
0,384.57649947097525
1,4617.400885970332
2,4022.492559729144
3,-6155.863441254012
4,8705.094441711437
5,6554.229440066731
6,4583.21950096474
7,-927.8912452184595
8,9432.600113256834
9,-12938.862566532101
10,2774.0013593328185
11,-1769.2804152099416
12,8418.397843503626
13,11673.887258166913
14,8514.848276741803
15,-3653.468068809714
16,-19586.7860713196
17,11516.950762062334
18,-6710.637362937909
19,-1423.5212335300166
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,-618.8090862506069
35,1538.4620254305191
36,3692.429321399657
37,412.667164002778
38,2155.749086403288
39,-4200.905958696501
40,-915.5551016314421
41,0.0
42,-556.0033973846585
43,1687.0039214494172
44,-2213.47293640743
45,-3765.6813958454877
46,3907.2626073881984
47,-821.3754124469124
48,0.0
49,0.0
50,0.0
51,1154.1650834009051
52,-162.597645833157
53,1410.0305926245637
54,2158.4862334476784
55,-3965.6462603302207
56,-1065.9595525921322
57,-4833.83252712409
58,3236.658420249587
59,-1023.8230928438716
60,0.0
61,0.0
