,0
0,273.7368303653784
1,1606.2189174995292
2,1946.3881443988066
3,1544.261574099306
4,-105.36335797118954
5,-1506.2394032401498
6,5766.775852845516
7,4121.94259806769
8,2119.116803490557
9,10095.387117597973
10,-7580.502786162775
11,5971.2251371315215
12,-735.798114849953
13,9065.233737176983
14,-8036.216742036166
15,658.5484851463698
16,13624.732774194563
17,155.1425875897985
18,-3356.474535265006
19,8679.812164129457
20,4664.0794264415745
21,-2122.3998041588347
22,-10091.622829619562
23,-3891.250040572835
24,-5812.420125999488
25,22743.84590665321
26,11591.431111796759
27,-8384.214658461744
28,28802.432578170905
29,-1073.050728408387
30,1355.0497944939416
31,-2659.630443585338
32,7496.09851754643
33,-1234.6629919286352
34,-7631.178754879162
35,-14539.479011161719
36,-4990.532507613068
37,6463.359763766406
38,-7743.7703551982995
39,-1930.7798609826714
40,-4500.82600546279
41,-16605.30682891677
42,-4187.501395548461
43,22846.04413323151
44,5916.606799721718
45,1272.0517154678237
46,3792.4297343192156
47,5902.485826759599
48,11798.562572605908
49,1383.752764025936
50,-2154.1586714258883
51,21413.002122566802
52,-27034.219964843476
53,2562.894539028872
54,2673.2868622837123
55,-6270.033512711758
56,6974.239905022085
57,15443.81712608994
58,24047.564820720116
59,-1772.0339511036873
60,-1545.816856153775
61,0.0
