,0
0,284.91057319007814
1,4556.5053259199485
2,-3584.2273703794926
3,1659.6574449350592
4,7753.803944668267
5,3174.2558329205494
6,-1360.511855775956
7,1065.679716984043
8,1089.099569140235
9,-2907.0888502839953
10,1834.2443108214065
11,864.487312478479
12,8935.852563336026
13,4634.229769687401
14,14811.159094894072
15,-478.97698444966227
16,7947.486648099497
17,-550.1386648211628
18,-11953.335543901427
19,2514.888379000826
20,6664.552521862555
21,-2794.955634563463
22,1878.7223762373906
23,-5930.488424842479
24,293.13302430231124
25,1329.49089108943
26,-6262.956615661504
27,-511.560207020957
28,4572.852313231444
29,401.76964896474965
30,-8581.851989198942
31,32472.59174617473
32,-5937.173798379488
33,9034.598936138442
34,8172.743740646169
35,-6870.358690243214
36,3517.2328711294103
37,2604.558091723593
38,15280.571446824353
39,6094.918059106218
40,15971.072847290663
41,-6046.551943572005
42,9696.213785547996
43,-6993.749030658975
44,-4806.9424464071635
45,5672.094110919861
46,3425.3848716984503
47,-88.8124548944179
48,1569.923276993446
49,5349.1178960038815
50,-5805.935603618622
51,4394.827857377473
52,13651.121524546528
53,2982.90425825282
54,925.1119098931085
55,-208.18404919537716
56,1843.3650131174363
57,3589.769783781143
58,2110.5790784291457
59,930.9391544000246
60,-5150.240254238015
61,2887.958100938704
