,0
0,486.52676243009046
1,3508.35918024485
2,-2072.7265044637024
3,2563.8692656054627
4,-629.2812811450567
5,-3679.453671748517
6,-9769.605146253947
7,6604.140275241341
8,-2789.8061759648845
9,-6727.1182305153925
10,8745.52704169578
11,97.24816402443685
12,8473.734077676432
13,10640.39485864574
14,768.3760911237914
15,2973.03417267045
16,-1583.946806093445
17,-1748.3880269166548
18,-1203.4701716147829
19,-138.57126558804885
20,-26.750687857856974
21,901.3643953821156
22,286.67138683702797
23,-428.167040071683
24,0.0
25,0.0
26,-178.32074736920185
27,-150.0319311853964
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,-284.41753009543754
34,312.18018169351853
35,-255.67133921058849
36,74.42222047620453
37,-592.6601339196786
38,-145.86091675865464
39,1718.2207499661017
40,546.5649544347543
41,-127.9030699308496
42,-888.9539838628843
43,1158.8352029283997
44,-67.84800154110417
45,2843.2444205081556
46,-2772.319395401515
47,5055.963441889733
48,4498.851833683439
49,-1817.044483097503
50,2941.4351147662383
51,6062.681148200529
52,-2866.7841977560893
53,-3849.5023335814476
54,-59.589679652126506
55,-539.599534212146
56,-85.30738278664649
57,-8579.882519274019
58,4811.767500317888
59,-10949.815211199224
60,894.0931291757151
61,6397.019930900307
